number,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,body_type,mileage,engine,max_power,seats
3532,Maruti Ignis 1.2 AMT Zeta BSIV,2018,620000,15000,Petrol,Individual,Automatic,First Owner,Coupe,20.89,1197,110,5
3533,Maruti Baleno Alpha 1.2,2018,700000,10000,Petrol,Individual,Manual,Second Owner,Hatchback,21.4,1197,142,5
3534,Tata Indica Vista Quadrajet VX,2012,200000,90000,Diesel,Individual,Manual,First Owner,Convertible,22.3,1248,130,5
3535,Mahindra Bolero Power Plus LX,2017,660000,80000,Diesel,Individual,Manual,First Owner,Convertible,16.5,1493,134,7
3536,Mitsubishi Pajero Sport 4X4,2015,1700000,39000,Diesel,Individual,Manual,First Owner,Sedan,13.5,2477,303,7
3537,Tata Indica V2 DLE BSIII,2009,90000,60000,Diesel,Individual,Manual,Second Owner,Hatchback,17.88,1396,180,5
3538,Mahindra XUV500 W6 2WD,2015,1050000,28000,Diesel,Individual,Manual,Second Owner,MUV/SUV,15.1,2179,337,7
3539,Ford Figo Petrol EXI,2010,160000,90000,Petrol,Individual,Manual,Second Owner,Van,15.6,1196,110,5
3540,Honda Civic 1.8 (E) MT,2006,150000,80000,Petrol,Individual,Manual,Third Owner,MUV/SUV,13.5,1799,160,5
3541,Maruti Zen Estilo LX BSIV,2010,200000,35000,Petrol,Individual,Manual,First Owner,MUV/SUV,19,998,137,5
3542,Toyota Corolla Altis Diesel D4DG,2011,365000,185000,Diesel,Individual,Manual,Second Owner,Wagon,21.43,1364,191,5
3543,Fiat Punto 1.2 Active,2009,140000,110000,Petrol,Individual,Manual,Second Owner,Sedan,15.7,1172,114,5
3544,Fiat Avventura Power Up 1.3 Active,2016,360000,100000,Diesel,Individual,Manual,First Owner,Jeep,20.5,1248,200,5
3545,Honda City 2017-2020 GXi,2008,200000,110000,Petrol,Individual,Manual,Second Owner,Convertible,17.7,1497,197,5
3546,Skoda Laura Ambiente,2010,250000,100000,Diesel,Individual,Manual,Second Owner,MUV/SUV,17.5,1896,207,5
3547,Skoda Laura Ambiente 1.9 PD,2008,229999,110000,Diesel,Individual,Manual,Second Owner,Jeep,17.5,1896,250,5
3548,Ford Fiesta 1.4 ZXi TDCi ABS,2011,320000,130000,Diesel,Individual,Manual,Second Owner,Sedan,17.8,1399,156,5
3549,Hyundai Santro Xing XS eRLX Euro II,2003,85000,68300,Petrol,Individual,Manual,Third Owner,Convertible,19.41878336,1458,158,7
3550,Hyundai Creta 1.6 SX,2018,1200000,27000,Petrol,Individual,Manual,First Owner,Wagon,15.8,1591,198,5
3551,Maruti Baleno Zeta Automatic,2018,740000,9000,Petrol,Individual,Automatic,First Owner,Convertible,21.4,1197,145,5
3552,Hyundai i20 Magna Optional 1.4 CRDi,2013,345000,40000,Diesel,Individual,Manual,First Owner,Jeep,21.9,1396,201,5
3553,Maruti Ignis 1.2 AMT Zeta BSIV,2019,570000,19000,Petrol,Individual,Automatic,Second Owner,Hatchback,20.89,1197,114,5
3554,Maruti Wagon R VXI 1.2,2019,490000,10000,Petrol,Individual,Manual,First Owner,MUV/SUV,20.52,1197,106,5
3555,Tata Indigo CR4,2013,250000,100000,Diesel,Individual,Manual,First Owner,Coupe,23.57,1396,182,5
3556,Maruti Wagon R AMT VXI,2017,430000,20000,Petrol,Individual,Automatic,First Owner,Van,20.51,998,136,5
3557,Hyundai EON Era,2014,225000,35000,Petrol,Individual,Manual,First Owner,Convertible,21.1,814,101,5
3558,Mahindra Thar CRDe,2018,850000,15000,Diesel,Individual,Manual,Second Owner,MUV/SUV,16.55,2498,325,6
3559,Maruti Ignis 1.2 AMT Zeta BSIV,2018,620000,15000,Petrol,Individual,Automatic,First Owner,Sedan,20.89,1197,108,5
3560,Hyundai i20 Sportz 1.4 CRDi,2014,440000,70000,Diesel,Individual,Manual,Second Owner,Coupe,22.54,1396,159,5
3561,Maruti Vitara Brezza ZDi Plus Dual Tone,2016,800000,70000,Diesel,Individual,Manual,First Owner,Sedan,24.3,1248,159,5
3562,Maruti Baleno Alpha 1.2,2018,700000,10000,Petrol,Individual,Manual,Second Owner,Jeep,21.4,1197,109,5
3563,Maruti Swift VDI Optional,2016,600000,47000,Diesel,Individual,Manual,First Owner,MUV/SUV,25.2,1248,141,5
3564,Tata Indica Vista Quadrajet VX,2012,200000,90000,Diesel,Individual,Manual,First Owner,Hatchback,22.3,1248,200,5
3565,Mahindra Bolero Power Plus LX,2017,660000,80000,Diesel,Individual,Manual,First Owner,MUV/SUV,16.5,1493,162,7
3566,Mitsubishi Pajero Sport 4X4,2015,1700000,39000,Diesel,Individual,Manual,First Owner,Wagon,13.5,2477,284,7
3567,Hyundai Grand i10 CRDi Sportz,2015,450000,53000,Diesel,Individual,Manual,First Owner,Coupe,24,1120,107,5
3568,Maruti Swift Dzire VDI,2013,420000,105000,Diesel,Individual,Manual,Second Owner,MUV/SUV,23.4,1248,165,5
3569,Toyota Innova 2.5 EV PS 8 STR BSIV,2011,500000,121941,Diesel,Dealer,Manual,First Owner,Hatchback,12.8,2494,337,8
3570,Tata Tiago 1.2 Revotron XZ,2016,350000,15000,Petrol,Individual,Manual,First Owner,Wagon,23.84,1199,115,5
3571,Mahindra Xylo D2 BSIV,2014,280000,100000,Diesel,Individual,Manual,First Owner,Jeep,14,2489,315,8
3572,Renault Duster 85PS Diesel RxL Optional with Nav,2013,425000,152186,Diesel,Dealer,Manual,Second Owner,MUV/SUV,20.45,1461,168,5
3573,Hyundai i10 Magna,2013,295000,82246,Petrol,Dealer,Manual,First Owner,Van,20.36,1197,107,5
3574,Maruti Swift VXI Optional,2016,540000,20000,Petrol,Individual,Manual,First Owner,Convertible,20.4,1197,131,5
3575,Maruti Swift Dzire ZDI,2017,754000,40000,Diesel,Individual,Manual,First Owner,Van,28.4,1248,135,5
3576,Toyota Innova 2.5 GX 8 STR BSIV,2011,650000,89580,Diesel,Dealer,Manual,Second Owner,Hatchback,12.8,2494,286,8
3577,Toyota Innova 2.5 VX 7 STR,2011,550000,250000,Diesel,Individual,Manual,Second Owner,Wagon,12.8,2494,314,7
3578,Toyota Innova 2.5 V Diesel 7-seater,2011,550000,250000,Diesel,Individual,Manual,Second Owner,Hatchback,12.8,2494,325,7
3579,Ford Figo 1.2P Titanium MT,2019,675000,2789,Petrol,Dealer,Manual,First Owner,MUV/SUV,18.16,1196,144,5
3580,Ford Freestyle Titanium Plus Diesel,2018,700000,35278,Diesel,Dealer,Manual,First Owner,Van,23.8,1499,177,5
3581,Ford Freestyle Titanium Diesel,2018,795000,2860,Diesel,Dealer,Manual,First Owner,Wagon,23.8,1499,188,5
3582,Toyota Innova 2.5 VX 7 STR,2010,515000,200000,Diesel,Individual,Manual,First Owner,Convertible,12.8,2494,281,7
3583,Mahindra KUV 100 G80 K4 Plus,2018,450000,20000,Petrol,Individual,Manual,First Owner,Van,18.15,1198,130,6
3584,Hyundai Getz 1.1 GVS,2008,155000,60000,Petrol,Individual,Manual,Third Owner,Convertible,15,1086,131,5
3585,Toyota Etios VXD,2011,350000,100000,Diesel,Individual,Manual,Second Owner,Van,23.59,1364,130,5
3586,Ford Figo Diesel Titanium,2011,250000,78562,Diesel,Dealer,Manual,First Owner,Van,20,1399,137,5
3587,Hyundai Verna 1.6 SX,2011,450000,96000,Diesel,Individual,Manual,Fourth & Above Owner,Jeep,22.32,1582,181,5
3588,Hyundai Verna 1.6 SX,2011,450000,96000,Diesel,Individual,Manual,Fourth & Above Owner,MUV/SUV,22.32,1582,207,5
3589,Maruti 800 EX BSII,2003,55599,36088,Petrol,Individual,Manual,First Owner,MUV/SUV,16.1,796,55,4
3590,Hyundai i20 Sportz 1.4 CRDi,2014,420000,50000,Diesel,Individual,Manual,First Owner,Van,22.54,1396,200,5
3591,Toyota Etios Liva GD SP,2012,315000,100000,Diesel,Individual,Manual,First Owner,Sedan,19.41878336,1458,129,7
3592,Maruti S-Cross 2017-2020 Alpha DDiS 200 SH,2018,750000,40000,Diesel,Individual,Manual,First Owner,Jeep,25.1,1248,164,5
3593,Datsun GO T Option,2020,450000,10000,Petrol,Individual,Manual,First Owner,Wagon,19.02,1198,139,5
3594,Maruti Swift Vdi BSIII,2008,175000,60000,Diesel,Individual,Manual,Second Owner,Van,17.8,1248,156,5
3595,Hyundai i20 Active SX Petrol,2019,650000,10000,Petrol,Individual,Manual,First Owner,Hatchback,17.19,1197,119,5
3596,Maruti Ertiga ZDI Plus,2018,1050000,10000,Diesel,Individual,Manual,First Owner,Convertible,25.47,1248,181,7
3597,Hyundai Verna 1.6 SX CRDi (O),2011,375000,35000,Diesel,Individual,Manual,Second Owner,MUV/SUV,22.32,1582,235,5
3598,Hyundai Santa Fe 2WD MT,2014,1100000,80000,Diesel,Individual,Manual,First Owner,Jeep,14.74,2199,307,7
3599,Mahindra XUV500 W11 BSIV,2019,1550000,28000,Diesel,Individual,Manual,First Owner,Van,15.1,2179,339,7
3600,Ford Figo Aspire 1.5 TDCi Sports Edition,2017,620000,35000,Diesel,Individual,Manual,First Owner,Sedan,24.29,1498,167,5
3601,Jeep Compass 2.0 Limited 4X4,2017,1511000,32000,Diesel,Individual,Manual,First Owner,Van,16.3,1956,279,5
3602,Maruti Wagon R LXI,2003,135000,40000,Petrol,Individual,Manual,First Owner,Sedan,18.9,998,130,5
3603,Hyundai Verna 1.6 SX CRDi (O),2011,375000,35000,Diesel,Individual,Manual,Second Owner,Van,22.32,1582,179,5
3604,Renault KWID RXL,2019,320000,10000,Petrol,Individual,Manual,First Owner,Sedan,25.17,799,60,5
3605,Mahindra XUV500 W11 AT BSIV,2019,1650000,25000,Diesel,Individual,Automatic,Second Owner,Jeep,15.1,2179,324,7
3606,Maruti Alto K10 VXI,2016,320000,50000,Petrol,Individual,Manual,First Owner,Hatchback,23.95,998,94,5
3607,Maruti Swift Dzire Zdi BSIV,2012,400000,129000,Diesel,Individual,Manual,First Owner,Sedan,19.3,1248,171,5
3608,Mahindra XUV500 AT W10 FWD,2015,900000,100000,Diesel,Individual,Automatic,Second Owner,Hatchback,16,2179,277,7
3609,Maruti Alto 800 LXI,2018,310000,30000,Petrol,Individual,Manual,First Owner,Wagon,24.7,796,53,5
3610,Tata Nexon 1.2 Revotron XM,2018,595000,28000,Petrol,Individual,Manual,Second Owner,Hatchback,17,1198,102,5
3611,Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,2017,800000,60000,Diesel,Individual,Manual,First Owner,MUV/SUV,23.65,1248,137,5
3612,Mahindra Verito 1.6 G6 Executive BSIII,2013,350000,70000,Petrol,Individual,Manual,First Owner,MUV/SUV,13.87,1598,224,5
3613,Tata Indica Vista TDI LX,2013,275000,110000,Diesel,Individual,Manual,First Owner,Wagon,19.1,1405,171,5
3614,Maruti Eeco 5 Seater AC BSIV,2019,420000,10000,Petrol,Individual,Manual,First Owner,Coupe,15.37,1196,150,5
3615,Hyundai Verna CRDi SX ABS,2008,250000,110000,Diesel,Individual,Manual,Second Owner,MUV/SUV,18.1,1493,157,5
3616,Maruti Swift Ldi BSIV,2007,250000,100000,Diesel,Individual,Manual,Second Owner,Jeep,17.8,1248,174,5
3617,Mahindra Scorpio VLX 2WD BSIII,2008,290000,120000,Diesel,Individual,Manual,Second Owner,Van,12.05,2179,334,8
3618,Hyundai Xcent 1.2 Kappa AT SX Option,2016,525000,60000,Petrol,Individual,Automatic,First Owner,Hatchback,16.9,1197,142,5
3619,Mahindra Scorpio LX 2.6 Turbo,2008,250000,110000,Diesel,Individual,Manual,Third Owner,MUV/SUV,10.5,2609,355,7
3620,Hyundai Santro Xing XL,2007,90000,64000,Petrol,Individual,Manual,First Owner,Sedan,19.41878336,1458,192,7
3621,Maruti Celerio VXI,2017,430000,10000,Petrol,Individual,Manual,First Owner,MUV/SUV,23.1,998,91,5
3622,Maruti Baleno Zeta 1.2,2017,630000,35000,Petrol,Individual,Manual,First Owner,Sedan,21.4,1197,107,5
3623,Tata Tigor 1.2 Revotron XZ Option,2018,550000,23000,Petrol,Individual,Manual,First Owner,Convertible,20.3,1199,130,5
3624,Maruti Swift VDI,2019,630000,15000,Diesel,Individual,Manual,Second Owner,Van,28.4,1248,133,5
3625,Mahindra TUV 300 Plus P4 BSIV,2018,850000,20000,Diesel,Individual,Manual,First Owner,Convertible,18.49,2179,335,9
3626,Mahindra Bolero SLX 2WD,2011,455000,90000,Diesel,Individual,Manual,First Owner,Sedan,13.6,2523,345,7
3627,Mahindra Bolero SLX 2WD,2011,445000,90000,Diesel,Individual,Manual,First Owner,Van,13.6,2523,361,7
3628,Hyundai i20 Sportz 1.4 CRDi,2013,370000,80000,Diesel,Individual,Manual,First Owner,Jeep,21.9,1396,163,5
3629,Hyundai Grand i10 Sportz,2016,500000,50000,Petrol,Individual,Manual,First Owner,Sedan,18.9,1197,146,5
3630,Tata Indica DLS,2005,95000,50000,Diesel,Individual,Manual,Second Owner,Coupe,19.41878336,1458,153,7
3631,Tata Indica Vista TDI LX,2012,140000,185000,Diesel,Individual,Manual,Second Owner,Jeep,19.4,1405,159,5
3632,Maruti Swift VXI,2019,550000,40000,Petrol,Individual,Manual,First Owner,Wagon,21.21,1197,129,5
3633,Renault KWID 1.0 RXT Optional,2017,300000,30000,Petrol,Individual,Manual,First Owner,Hatchback,23.01,999,119,5
3634,Tata Indigo CS eLX BS IV,2011,150000,120000,Diesel,Individual,Manual,First Owner,Coupe,23.03,1396,131,5
3635,Maruti Wagon R VXI BS IV,2011,229999,500000,Petrol,Individual,Manual,Second Owner,Sedan,18.9,998,80,5
3636,Mahindra Scorpio Intelli Hybrid S6 Plus,2017,880000,46000,Diesel,Individual,Manual,First Owner,Hatchback,15.4,2179,329,7
3637,Toyota Fortuner 3.0 Diesel,2011,900000,120000,Diesel,Individual,Manual,First Owner,MUV/SUV,11.5,2982,311,7
3638,Mahindra Scorpio S2 9 Seater,2015,720000,80000,Diesel,Individual,Manual,First Owner,Van,15.4,2523,328,9
3639,Hyundai i20 Magna 1.4 CRDi,2016,550000,90000,Diesel,Individual,Manual,Second Owner,Wagon,22.54,1396,194,5
3640,Mahindra Scorpio S2 9 Seater,2015,720000,90000,Diesel,Individual,Manual,First Owner,Hatchback,15.4,2523,368,9
3641,Hyundai Santro Xing XL,2006,70000,80000,Petrol,Individual,Manual,Second Owner,Sedan,19.41878336,1458,185,7
3642,Maruti Swift VDI BSIV,2016,535000,70000,Diesel,Individual,Manual,First Owner,Wagon,25.2,1248,163,5
3643,Hyundai Xcent 1.1 CRDi Base,2015,320000,91000,Diesel,Individual,Manual,Third Owner,Convertible,24.4,1120,122,5
3644,Hyundai i20 Sportz Option 1.4 CRDi,2015,500000,90000,Diesel,Individual,Manual,First Owner,Jeep,22.54,1396,170,5
3645,Maruti Ertiga VDI,2014,525000,110000,Diesel,Individual,Manual,Second Owner,MUV/SUV,20.77,1248,185,7
3646,Renault KWID 1.0 RXT BSIV,2019,220000,90000,Petrol,Individual,Manual,First Owner,Hatchback,23.01,999,129,5
3647,Tata Tiago 1.2 Revotron XT,2018,350000,50000,Petrol,Individual,Manual,First Owner,Sedan,23.84,1199,99,5
3648,Mahindra TUV 300 mHAWK100 T8,2016,530000,60000,Diesel,Individual,Manual,First Owner,Coupe,18.49,1493,184,7
3649,Maruti Alto 800 LXI,2013,215000,35000,Petrol,Individual,Manual,First Owner,Van,22.74,796,61,5
3650,Volkswagen Vento Diesel Highline,2012,335000,100000,Diesel,Individual,Manual,First Owner,Van,20.54,1598,162,5
3651,Hyundai Xcent 1.1 CRDi Base,2015,320000,90000,Diesel,Individual,Manual,Second Owner,Convertible,24.4,1120,114,5
3652,Ford Figo Diesel LXI,2011,135000,120000,Diesel,Individual,Manual,Second Owner,Jeep,20,1399,190,5
3653,Maruti A-Star Vxi,2009,175000,95000,Petrol,Individual,Manual,Second Owner,Coupe,19,998,105,5
3654,Mahindra Bolero 2011-2019 ZLX,2017,800000,35000,Diesel,Individual,Manual,First Owner,Wagon,15.96,2523,377,7
3655,Tata Indica GLS BS IV,2007,78000,38000,Petrol,Individual,Manual,Second Owner,Sedan,15.3,1193,99,5
3656,Honda City i VTEC VX,2014,565000,56000,Petrol,Individual,Manual,Second Owner,Convertible,17.4,1497,193,5
3657,Hyundai i20 2015-2017 Sportz 1.4 CRDi,2017,575000,50000,Diesel,Individual,Manual,First Owner,Van,22.54,1396,143,5
3658,Hyundai EON Era Plus,2014,170000,70000,Petrol,Individual,Manual,Second Owner,Jeep,21.1,814,69,5
3659,Maruti Alto 800 VXI,2014,250999,30000,Petrol,Individual,Manual,First Owner,Hatchback,22.74,796,54,5
3660,Mahindra XUV500 W10 2WD,2015,950000,188000,Diesel,Individual,Manual,First Owner,Wagon,16,2179,280,7
3661,Honda City i VTEC E,2014,650000,60000,Petrol,Individual,Manual,First Owner,Sedan,17.8,1497,141,5
3662,Tata Safari Storme EX,2013,550000,133000,Diesel,Individual,Manual,First Owner,Sedan,14,2179,271,7
3663,Toyota Innova 2.5 E Diesel PS 7-Seater,2010,650000,160000,Diesel,Individual,Manual,First Owner,Convertible,12.8,2494,289,7
3664,Mahindra XUV500 W8 4WD,2013,800000,150000,Diesel,Individual,Manual,Second Owner,Jeep,15.1,2179,320,7
3665,Maruti Alto 800 VXI,2020,250999,30000,Petrol,Individual,Manual,First Owner,Van,22.05,796,53,5
3666,Maruti Alto 800 LXI,2013,170000,60000,Petrol,Individual,Manual,Second Owner,MUV/SUV,22.74,796,58,5
3667,Tata Indigo CS LE (TDI) BS-III,2013,250000,30000,Diesel,Individual,Manual,First Owner,Wagon,19.09,1396,191,5
3668,Chevrolet Enjoy Petrol LS 7 Seater,2014,312000,80000,Petrol,Individual,Manual,First Owner,MUV/SUV,13.7,1399,188,7
3669,Maruti Alto 800 LXI,2014,250000,20000,Petrol,Individual,Manual,First Owner,Van,22.74,796,57,5
3670,Hyundai EON Magna Plus,2013,200000,80000,Petrol,Individual,Manual,First Owner,Coupe,21.1,814,71,5
3671,Mahindra Scorpio S2 7 Seater,2016,670000,73000,Diesel,Individual,Manual,First Owner,Convertible,15.4,2523,322,7
3672,Hyundai EON D Lite Plus,2017,270000,50000,Petrol,Individual,Manual,First Owner,Wagon,21.1,814,70,5
3673,Mahindra Bolero 2011-2019 SLX,2012,360000,200000,Diesel,Individual,Manual,First Owner,Sedan,15.96,2523,379,7
3674,Maruti Swift VDI,2018,630000,46000,Diesel,Individual,Manual,First Owner,Coupe,28.4,1248,185,5
3675,Maruti 800 EX BSII,2003,55599,36088,Petrol,Individual,Manual,First Owner,Hatchback,16.1,796,59,4
3676,Mahindra Supro LX 8 Str,2018,400000,50000,Diesel,Individual,Manual,First Owner,Sedan,23.5,909,122,8
3677,Hyundai i20 Sportz 1.4 CRDi,2014,420000,50000,Diesel,Individual,Manual,First Owner,MUV/SUV,22.54,1396,148,5
3678,Maruti Ciaz 1.4 Alpha,2018,764000,25000,Petrol,Individual,Manual,First Owner,Jeep,20.73,1373,177,5
3679,Mahindra Bolero 2011-2019 SLE,2019,710000,30000,Diesel,Individual,Manual,First Owner,MUV/SUV,15.96,2523,319,7
3680,Tata Hexa XT,2018,1575000,30000,Diesel,Individual,Manual,First Owner,Van,17.6,2179,284,7
3681,Force One SX ABS 7 Seating,2018,1050000,13000,Diesel,Individual,Manual,First Owner,Sedan,17,2200,279,7
3682,Maruti XL6 Alpha,2019,1000000,15000,Petrol,Individual,Manual,First Owner,Coupe,19.01,1462,194,6
3683,Maruti SX4 S Cross 2015-2017 DDiS 200 Sigma,2017,650000,44000,Diesel,Dealer,Manual,First Owner,Hatchback,23.65,1248,162,5
3684,Ford EcoSport 1.5 TDCi Titanium BSIV,2015,600000,63000,Diesel,Individual,Manual,First Owner,Wagon,22.77,1498,149,5
3685,Mahindra TUV 300 T8,2016,509999,110000,Diesel,Individual,Manual,First Owner,Coupe,18.49,1493,159,7
3686,Hyundai Xcent 1.2 Kappa SX Option,2017,610000,14000,Petrol,Individual,Manual,First Owner,Van,19.1,1197,117,5
3687,Maruti Alto 800 VXI,2017,310000,35000,Petrol,Individual,Manual,First Owner,Coupe,24.7,796,58,5
3688,Mahindra Bolero 2011-2019 ZLX BSIII,2016,720000,35000,Diesel,Individual,Manual,First Owner,Wagon,15.96,2523,360,7
3689,Tata Indigo eCS LS TDI BSIII,2012,158000,110000,Diesel,Individual,Manual,Second Owner,Coupe,19.09,1396,187,5
3690,Tata Indigo LS,2011,175000,85700,Diesel,Individual,Manual,Second Owner,Van,17,1405,144,5
3691,Maruti Ritz VDi,2010,217000,120000,Diesel,Individual,Manual,First Owner,Sedan,21.1,1248,199,5
3692,Honda Amaze VX i-DTEC,2013,484999,50000,Diesel,Individual,Manual,First Owner,Jeep,25.8,1498,141,5
3693,Toyota Etios Liva GD SP,2012,315000,100000,Diesel,Individual,Manual,First Owner,Coupe,19.41878336,1458,176,7
3694,Hyundai Xcent 1.1 CRDi SX,2016,550000,35000,Diesel,Individual,Manual,First Owner,Van,24.4,1120,109,5
3695,Maruti Swift ZXI,2012,280000,70000,Petrol,Individual,Manual,Second Owner,Sedan,18.6,1197,137,5
3696,Ford Classic 1.6 Duratec LXI,2013,350000,90000,Petrol,Individual,Manual,First Owner,Wagon,14.09,1596,215,5
3697,Mahindra XUV500 W10 2WD,2017,1150000,42000,Diesel,Individual,Manual,Second Owner,Convertible,16,2179,279,7
3698,Hyundai Grand i10 Magna,2016,420000,30000,Petrol,Individual,Manual,Second Owner,Jeep,18.9,1197,116,5
3699,Maruti Ciaz 1.4 Alpha,2017,810000,80000,Petrol,Individual,Manual,First Owner,Coupe,20.73,1373,170,5
3700,Hyundai i20 1.2 Sportz,2011,290000,90000,Petrol,Individual,Manual,Third Owner,Wagon,17,1197,151,5
3701,Chevrolet Beat LT,2012,180000,60000,Petrol,Individual,Manual,First Owner,MUV/SUV,18.6,1199,135,5
3702,Maruti Eeco 5 Seater AC BSIV,2010,160000,162000,Petrol,Individual,Manual,First Owner,Hatchback,15.37,1196,130,5
3703,Tata Nano XE,2017,66000,70000,Petrol,Individual,Manual,Third Owner,Coupe,23.9,624,54,4
3704,Maruti Wagon R Stingray VXI,2015,369000,20000,Petrol,Individual,Manual,Second Owner,Convertible,20.51,998,138,5
3705,Tata New Safari DICOR 2.2 VX 4x2 BS IV,2012,300000,80000,Diesel,Individual,Manual,Second Owner,MUV/SUV,13.93,2179,270,7
3706,Mahindra Bolero PLUS AC,2008,350000,90000,Diesel,Individual,Manual,First Owner,Coupe,13.6,2523,324,7
3707,Hyundai i10 Asta Sunroof AT,2008,220000,120000,Petrol,Individual,Automatic,Second Owner,Convertible,19.2,1197,119,5
3708,Chevrolet Tavera B3 LT L1 10 Seats BSIII,2005,160000,220000,Diesel,Individual,Manual,First Owner,Hatchback,14.8,2499,279,10
3709,Maruti Swift Ldi BSIV,2009,221000,100000,Diesel,Individual,Manual,Second Owner,Convertible,17.8,1248,167,5
3710,Tata Zest Revotron 1.2 XT,2017,400000,35000,Petrol,Individual,Manual,First Owner,Van,17.57,1193,121,5
3711,Toyota Camry V4 (MT),2004,250000,120000,Petrol,Individual,Manual,Second Owner,Jeep,13.4,2362,323,5
3712,Mahindra Bolero DI BSIII,2011,390000,120000,Diesel,Individual,Manual,Fourth & Above Owner,MUV/SUV,13.6,2523,399,7
3713,Maruti Eeco 5 Seater AC BSIV,2012,190000,110000,Petrol,Individual,Manual,First Owner,Wagon,15.37,1196,133,5
3714,Renault KWID RXT,2017,300000,60000,Petrol,Individual,Manual,First Owner,Wagon,25.17,799,55,5
3715,Hyundai i20 1.4 Asta Dual Tone,2017,750000,27000,Diesel,Individual,Manual,First Owner,Van,22.54,1396,163,5
3716,Maruti Swift Dzire VDI,2016,650000,50000,Diesel,Individual,Manual,First Owner,Sedan,26.59,1248,168,5
3717,Honda Amaze i-VTEC Privilege Edition,2018,635000,40000,Petrol,Individual,Manual,First Owner,MUV/SUV,17.8,1198,136,5
3718,Hyundai Verna 1.6 SX,2013,520000,88000,Diesel,Individual,Manual,Second Owner,Sedan,22.32,1582,217,5
3719,Mahindra Scorpio S11 4WD BSIV,2020,1500000,50000,Diesel,Individual,Manual,First Owner,Convertible,16.36,2179,279,7
3720,Hyundai Verna 1.6 SX CRDi (O),2012,415000,80000,Diesel,Individual,Manual,Second Owner,Jeep,22.32,1582,163,5
3721,Hyundai Elite i20 Diesel Sportz,2019,700000,60000,Diesel,Individual,Manual,First Owner,Sedan,22.54,1396,133,5
